time,seconds_elapsed,z,y,x
1691674007031772000,0.02977197265625,0.9662117610424756,-0.49384530120044945,-0.2618069159992039
1691674007041816800,0.03981689453125,1.527292569386959,-0.46859103295654053,-0.42896015657484526
1691674007051861800,0.04986181640625,1.6053981378525495,-0.19092004674077032,-0.38376200145483014
1691674007061906700,0.05990673828125,1.5247288563787935,0.014173194520175457,-0.2940599570892751
1691674007071952000,0.069951904296875,1.0961556532949208,0.22145634704083203,-0.25678258503116663
1691674007081997800,0.079997802734375,0.5401788900911808,0.9595376901060342,-0.3890053089357912
1691674007092043000,0.09004296875,0.0031640169888734818,1.1308318298786877,0.167123649154976
1691674007102088000,0.100087890625,-0.9505734624058008,0.8436731766104698,0.7108269870452583
1691674007112132900,0.1101328125,-1.4365233341813086,0.46526071949005127,0.3644879035990685
1691674007122177800,0.120177734375,-0.8804238213807344,0.14706249257475137,0.7021764284040779
1691674007132223000,0.130222900390625,0.14131576561629772,0.12037760700583457,0.6588055617764592
1691674007142269000,0.14026904296875,1.1328951921492814,0.2866927893221378,0.3587541091874242
1691674007152313900,0.15031396484375,1.4857149428516625,0.3078413758128881,0.04635989237576723
1691674007162358800,0.16035888671875,1.0267226361066102,0.2266962935209274,-0.3670361998423934
1691674007172403700,0.17040380859375,0.10080956770479678,0.24884353566020725,-0.4629442592412233
1691674007182449000,0.180448974609375,-0.2176654303252697,0.21191694980114698,0.06888648922145366
1691674007192494800,0.190494873046875,-0.34185295100808144,-0.31257600311934947,0.5879857664048671
1691674007202540000,0.2005400390625,-0.6589169131964445,-1.058997012245655,0.3592584054477513
1691674007212585000,0.2105849609375,-0.9575409633308648,-1.229693478386104,-0.2556194595359266
1691674007222630000,0.2206298828125,-0.8997966303706169,-1.1705319721043108,-0.20747809057086705
1691674007232674800,0.2306748046875,-1.3130378242880105,-0.7980746239960194,0.3976576942078769
1691674007242720800,0.240720703125,-0.9506675704300404,1.1164303795605897,2.972984129408002
1691674007252766000,0.250765869140625,1.5656658469229936,1.6146461509302257,3.0508970979109407
1691674007262811000,0.260810791015625,1.262435764297843,-0.9420341821193694,0.4673223281949758
1691674007272855800,0.270855712890625,1.4617834476441145,-2.436330490833521,-1.1442223495885728
1691674007282900700,0.280900634765625,1.764241376852989,-1.7616066444352267,-0.9554296702653169
1691674007292946000,0.29094580078125,2.563608963268995,-0.38322687166482206,0.8417027533203363
1691674007302992000,0.300991943359375,2.7477204990386963,-0.2616688227027654,1.6684123740397392
1691674007313036800,0.311036865234375,1.7639257350325583,-0.7320844407379626,0.26860812044665217
1691674007323082000,0.32108203125,0.6969669501274823,-1.5371034770444034,-2.08859228117913
1691674007333126700,0.331126708984375,0.37505262529850003,-1.169795182262361,-2.4654431880712506
